"Path","Reason","Size"
"data\experiments\fast_mode\tdc_pair_logs\tdc_pair_random3_ro3_ro7_run01_2mib.log","excluded","11950"
"data\experiments\fast_mode\tdc_pair_remaining_logs\tdc_pair_random3_ro3_ro5_run01_2mib.log","excluded","1148"
"data\experiments\fast_mode\tdc_pairs_repeat02_20260523_stderr.log","excluded","0"
"data\experiments\fast_mode\tdc_pairs_repeat02_20260523_stdout.log","excluded","4832"
"data\experiments\fast_mode\tdc_pairs_repeat02_logs_20260523\tdc_pair_random1_ro0_ro1_repeat02_2mib.log","excluded","3850"
"data\experiments\fast_mode\tdc_pairs_repeat02_logs_20260523\tdc_pair_random1_ro2_ro4_repeat02_2mib.log","excluded","1148"
"data\experiments\fast_mode\tdc_pairs_repeat02_logs_20260523\tdc_pair_random1_ro4_ro5_repeat02_2mib.log","excluded","3850"
"data\experiments\fast_mode\tdc_pairs_repeat02_retry_20260523_stderr.log","excluded","0"
"data\experiments\fast_mode\tdc_pairs_repeat02_retry_20260523_stdout.log","excluded","71815"
"data\experiments\fast_mode\tdc_pairs_repeat02_retry_logs_20260523\tdc_pair_random1_ro0_ro1_repeat02_2mib.log","excluded","24184"
"data\experiments\fast_mode\tdc_pairs_repeat02_retry_logs_20260523\tdc_pair_random1_ro2_ro4_repeat02_2mib.log","excluded","23746"
"data\experiments\fast_mode\tdc_pairs_repeat02_retry_logs_20260523\tdc_pair_random1_ro4_ro5_repeat02_2mib.log","excluded","24402"
"data\experiments\fast_mode\tdc_pairs_repeat02_retry_logs_20260523\tdc_pair_random3_ro0_ro6_repeat02_2mib.log","excluded","23088"
"data\experiments\fast_mode\tdc_pairs_repeat02_retry_logs_20260523\tdc_pair_random3_ro3_ro5_repeat02_2mib.log","excluded","23086"
"data\experiments\fast_mode\tdc_pairs_repeat02_retry_logs_20260523\tdc_pair_random3_ro3_ro7_repeat02_2mib.log","excluded","23310"
"data\experiments\fast_mode\tdc_reset_aligned_smoke_logs_20260523\tdc_reset_random1_baseline_ro0_smoke_warmup0.log","excluded","14988"
"data\experiments\fast_mode\tdc_reset_aligned_smoke_logs_20260523\tdc_reset_random1_sampler_local_ro0_smoke_warmup12.log","excluded","15024"
"data\experiments\fast_mode\tdc_reset_enable_matrix_logs_20260524\tdc_reset_enable_random1_baseline_ro0.log","excluded","11858"
"data\experiments\fast_mode\tdc_reset_enable_matrix_logs_20260524\tdc_reset_enable_random1_sampler_local_ro0.log","excluded","12008"
"data\experiments\fast_mode\tdc_reset_enable_matrix_logs_20260524\tdc_reset_enable_random3_goodref_ro0.log","excluded","11828"
"data\experiments\fast_mode\tdc_reset_enable_matrix_repeat02_logs_20260524\tdc_reset_enable_random1_baseline_ro0_repeat02.log","excluded","12532"
"data\experiments\fast_mode\tdc_reset_enable_matrix_repeat02_logs_20260524\tdc_reset_enable_random1_sampler_local_ro0_repeat02.log","excluded","12458"
"data\experiments\fast_mode\tdc_reset_enable_matrix_repeat02_logs_20260524\tdc_reset_enable_random3_goodref_ro0_repeat02.log","excluded","12502"
"data\experiments\fast_mode\tdc_reset_enable_random3_ro3_20260524_stdout.log","excluded","25130"
"data\experiments\fast_mode\tdc_reset_enable_random3_ro3_logs_20260524\tdc_reset_enable_random3_goodref_ro3.log","excluded","11828"
"data\experiments\fast_mode\tdc_reset_enable_random3_ro3_logs_20260524\tdc_reset_enable_random3_goodref_ro3_repeat02.log","excluded","11840"
"data\experiments\fast_mode\tdc_reset_enable_ro4_20260524_stdout.log","excluded","25756"
"data\experiments\fast_mode\tdc_reset_enable_ro4_logs_20260524\tdc_reset_enable_random1_baseline_ro4.log","excluded","12074"
"data\experiments\fast_mode\tdc_reset_enable_ro4_logs_20260524\tdc_reset_enable_random1_sampler_local_ro4.log","excluded","12224"
"data\experiments\fast_mode\tdc_reset_enable_ro4_repeat02_20260524_stdout.log","excluded","26260"
"data\experiments\fast_mode\tdc_reset_enable_ro4_repeat02_logs_20260524\tdc_reset_enable_random1_baseline_ro4_repeat02.log","excluded","12308"
"data\experiments\fast_mode\tdc_reset_enable_ro4_repeat02_logs_20260524\tdc_reset_enable_random1_sampler_local_ro4_repeat02.log","excluded","12458"
"data\experiments\fast_mode\tdc_sampler_data_logs_20260523\tdc_sampler_data_random1_baseline_sample_x36y35_ro0_2mib.log","excluded","27054"
"data\experiments\fast_mode\tdc_sampler_data_logs_20260523\tdc_sampler_data_random1_baseline_sample_x36y35_ro4_2mib.log","excluded","24234"
"data\experiments\fast_mode\tdc_sampler_data_logs_20260523\tdc_sampler_data_random1_local_sample_x45y39_ro0_2mib.log","excluded","23930"
"data\experiments\fast_mode\tdc_sampler_data_logs_20260523\tdc_sampler_data_random1_local_sample_x45y39_ro4_2mib.log","excluded","23708"
"data\experiments\fast_mode\tdc_sampler_data_logs_20260523\tdc_sampler_data_random3_sample_x36y35_ro0_2mib.log","excluded","23526"
"data\experiments\fast_mode\tdc_sampler_data_logs_20260523\tdc_sampler_data_random3_sample_x36y35_ro3_2mib.log","excluded","23750"
"data\experiments\fast_mode\tdc_sampler_data_queue_20260523_stderr.log","excluded","0"
"data\experiments\fast_mode\tdc_sampler_data_queue_20260523_stdout.log","excluded","60573"
"data\experiments\fast_mode\tdc_uart_header_debug_logs_20260523\tdc_uart_header_debug_repeat8.log","excluded","15032"
"data\experiments\restart_fifo_diag_20260524\build_compact_sample_ro_formal_locked_warmup4_1000x125.log","excluded","239382"
"data\experiments\restart_fifo_diag_20260524\build_formal_auto_retest_warmup4_1000x125_20260524.log","excluded","235880"
"data\experiments\restart_fifo_diag_20260524\build_warmup10_stderr.log","excluded","48"
"data\experiments\restart_fifo_diag_20260524\build_warmup10_stdout.log","excluded","156080"
"data\experiments\restart_fifo_diag_20260524\build_warmup11_compact_1000x125_stdout.log","excluded","238344"
"data\experiments\restart_fifo_diag_20260524\build_warmup4_compact_1000x125_stderr.log","excluded","48"
"data\experiments\restart_fifo_diag_20260524\build_warmup4_compact_1000x125_stdout.log","excluded","118665"
"data\experiments\restart_fifo_diag_20260524\build_warmup4_v3fast_1000x125_stderr.log","excluded","1498"
"data\experiments\restart_fifo_diag_20260524\build_warmup4_v3fast_1000x125_stdout.log","excluded","126127"
"data\experiments\restart_fifo_diag_20260524\build_warmup4_v3fast_stderr.log","excluded","48"
"data\experiments\restart_fifo_diag_20260524\build_warmup4_v3fast_stdout.log","excluded","156337"
"data\experiments\restart_fifo_diag_20260524\build_warmup5_compact_1000x125_stderr.log","excluded","48"
"data\experiments\restart_fifo_diag_20260524\build_warmup5_compact_1000x125_stdout.log","excluded","118688"
"data\experiments\restart_fifo_diag_20260524\build_warmup5_stderr.log","excluded","48"
"data\experiments\restart_fifo_diag_20260524\build_warmup5_stdout.log","excluded","155873"
"data\experiments\restart_fifo_diag_20260524\capture_warmup4_compact_1000x125_stderr.log","excluded","0"
"data\experiments\restart_fifo_diag_20260524\capture_warmup4_compact_1000x125_stdout.log","excluded","4907"
"data\experiments\restart_fifo_diag_20260524\capture_warmup4_v3fast_no_xadc_stderr.log","excluded","0"
"data\experiments\restart_fifo_diag_20260524\capture_warmup4_v3fast_no_xadc_stdout.log","excluded","4911"
"data\experiments\restart_fifo_diag_20260524\dump_routed_cells_20260524.log","excluded","14650"
"data\experiments\restart_fifo_diag_20260524\fifo_diag_queue_stderr.log","excluded","368"
"data\experiments\restart_fifo_diag_20260524\fifo_diag_queue_stdout.log","excluded","35010"
"data\experiments\restart_fifo_diag_20260524\manual_warmup4_capture_no_xadc_stderr.log","excluded","0"
"data\experiments\restart_fifo_diag_20260524\manual_warmup4_capture_no_xadc_stdout.log","excluded","4846"
"data\experiments\restart_fifo_diag_20260524\manual_warmup4_capture_stderr.log","excluded","583"
"data\experiments\restart_fifo_diag_20260524\manual_warmup4_capture_stdout.log","excluded","7389"
"data\experiments\restart_fifo_diag_20260524\manual_warmup5_capture_no_xadc_stderr.log","excluded","0"
"data\experiments\restart_fifo_diag_20260524\manual_warmup5_capture_no_xadc_stdout.log","excluded","4846"
"data\experiments\restart_fifo_diag_20260524\queue_logs\regs_only_warmup4_1000x32_build.log","excluded","69608"
"data\experiments\restart_fifo_diag_20260524\random1_sampler_regs_only_restart_auto_formal_1000x125_warmup4_retest01_20260524.packed.bin","excluded","125000"
"data\experiments\restart_fifo_diag_20260524\restart_fifo_compact_diag_regs_only_sample_ro_formal_locked_warmup4_1000x125_run01_no_xadc.send_packed.bin","excluded","125000"
"data\experiments\restart_fifo_diag_20260524\restart_fifo_compact_diag_regs_only_warmup11_1000x125_run01_no_xadc.send_packed.bin","excluded","125000"
"data\experiments\restart_fifo_diag_20260524\restart_fifo_compact_diag_regs_only_warmup4_1000x125_run01_no_xadc.send_packed.bin","excluded","125000"
"data\experiments\restart_fifo_diag_20260524\restart_fifo_compact_diag_regs_only_warmup5_1000x125_run01_no_xadc.send_packed.bin","excluded","125000"
"data\experiments\restart_fifo_diag_20260524\restart_fifo_diag_regs_only_warmup4_1000x32_run02_no_xadc.send_packed.bin","excluded","32000"
"data\experiments\restart_fifo_diag_20260524\restart_fifo_diag_regs_only_warmup5_1000x32_run01_no_xadc.send_packed.bin","excluded","32000"
"data\experiments\restart_fifo_diag_20260524\restart_fifo_diag_v3fastwarmup_regs_only_warmup4_1000x32_run01_no_xadc.send_packed.bin","excluded","32000"
"data\experiments\restart_fifo_diag_20260524\smoke_run01_fixed_decode.send_packed.bin","excluded","512"
"data\experiments\restart_sampler_regs_only_logs_20260524\random1_sampler_regs_only_restart_auto_formal_bits_1000x125_warmup0_header_delay60s_run01_20260524.capture.log","excluded","23224"
"data\experiments\restart_sampler_regs_only_logs_20260524\random1_sampler_regs_only_restart_auto_formal_bits_1000x125_warmup0_header_delay60s_run02_20260524.capture.log","excluded","23446"
"data\experiments\restart_sampler_regs_only_logs_20260524\random1_sampler_regs_only_restart_auto_formal_bits_1000x125_warmup10_header_delay60s_passband01_20260524.capture.log","excluded","22616"
"data\experiments\restart_sampler_regs_only_logs_20260524\random1_sampler_regs_only_restart_auto_formal_bits_1000x125_warmup10_header_delay60s_repeat02_20260524.capture.log","excluded","22822"
"data\experiments\restart_sampler_regs_only_logs_20260524\random1_sampler_regs_only_restart_auto_formal_bits_1000x125_warmup11_header_delay60s_edge01_20260524.capture.log","excluded","22584"
"data\experiments\restart_sampler_regs_only_logs_20260524\random1_sampler_regs_only_restart_auto_formal_bits_1000x125_warmup11_header_delay60s_repeat02_20260524.capture.log","excluded","23482"
"data\experiments\restart_sampler_regs_only_logs_20260524\random1_sampler_regs_only_restart_auto_formal_bits_1000x125_warmup12_header_delay60s_run01_20260524.capture.log","excluded","23458"
"data\experiments\restart_sampler_regs_only_logs_20260524\random1_sampler_regs_only_restart_auto_formal_bits_1000x125_warmup12_header_delay60s_run02_20260524.capture.log","excluded","23242"
"data\experiments\restart_sampler_regs_only_logs_20260524\random1_sampler_regs_only_restart_auto_formal_bits_1000x125_warmup16_header_delay60s_sweep01_20260524.capture.log","excluded","22592"
"data\experiments\restart_sampler_regs_only_logs_20260524\random1_sampler_regs_only_restart_auto_formal_bits_1000x125_warmup4_header_delay60s_repeat02_20260524.capture.log","excluded","23248"
"data\experiments\restart_sampler_regs_only_logs_20260524\random1_sampler_regs_only_restart_auto_formal_bits_1000x125_warmup4_header_delay60s_sweep01_20260524.capture.log","excluded","23462"
"data\experiments\restart_sampler_regs_only_logs_20260524\random1_sampler_regs_only_restart_auto_formal_bits_1000x125_warmup5_header_delay60s_edge01_20260524.capture.log","excluded","23010"
"data\experiments\restart_sampler_regs_only_logs_20260524\random1_sampler_regs_only_restart_auto_formal_bits_1000x125_warmup5_header_delay60s_repeat02_20260524.capture.log","excluded","22588"
"data\experiments\restart_sampler_regs_only_logs_20260524\random1_sampler_regs_only_restart_auto_formal_bits_1000x125_warmup6_header_delay60s_passband01_20260524.capture.log","excluded","22826"
"data\experiments\restart_sampler_regs_only_logs_20260524\random1_sampler_regs_only_restart_auto_formal_bits_1000x125_warmup6_header_delay60s_repeat02_20260524.capture.log","excluded","22810"
"data\experiments\restart_sampler_regs_only_logs_20260524\random1_sampler_regs_only_restart_auto_formal_bits_1000x125_warmup8_header_delay60s_repeat02_20260524.capture.log","excluded","22812"
"data\experiments\restart_sampler_regs_only_logs_20260524\random1_sampler_regs_only_restart_auto_formal_bits_1000x125_warmup8_header_delay60s_sweep01_20260524.capture.log","excluded","22802"
"data\experiments\restart_warmup_repeat_logs_20260515\random1_warmup_contrast_stderr.log","excluded","4942"
"data\experiments\restart_warmup_repeat_logs_20260515\random1_warmup_contrast_stdout.log","excluded","2730"
"data\experiments\restart_warmup_repeat_logs_20260515\warmup_repeat02_stderr.log","excluded","2414"
"data\experiments\restart_warmup_repeat_logs_20260515\warmup_repeat02_stdout.log","excluded","24913"
"data\experiments\ro_freq_analysis\20260513_random1_fixed_partial5mib\random1_ro_freq_fixed_run01_partial5mib_measurements.csv","excluded: larger than 5 MiB","52637218"
"data\experiments\ro_freq_analysis\20260513_random1_fixed_smoke\random1_ro_freq_fixed_smoke01_512k_measurements.csv","excluded: larger than 5 MiB","5437211"
"data\experiments\ro_freq_analysis\20260513_random1_random3_fixed_run01_2mib\random1_random3_fixed_run01_2mib_measurements.csv","excluded: larger than 5 MiB","42898823"
"data\experiments\ro_freq_analysis\20260513_random1_random3_fixed_smoke\random1_random3_fixed_smoke_measurements.csv","excluded: larger than 5 MiB","10873953"
"data\experiments\ro_freq_analysis\20260513_ro_freq_run01_5mib\ro_freq_run01_5mib_measurements.csv","excluded: larger than 5 MiB","62997149"
"data\experiments\ro_freq_analysis\20260513_ro_freq_run02\ro_freq_run02_measurements.csv","excluded: larger than 5 MiB","50389228"
"data\experiments\ro_freq_analysis\20260513_ro_freq_run03\ro_freq_run03_measurements.csv","excluded: larger than 5 MiB","50397276"
"data\experiments\ro_freq_analysis\20260523_random1_sample_x36y35_w100_baseline_2mib\random1_sample_x36y35_w100_baseline_2mib_measurements.csv","excluded: larger than 5 MiB","25201904"
"data\experiments\ro_freq_analysis\20260523_random1_sample_x45y39_2mib_program\random1_sample_x45y39_2mib_program_measurements.csv","excluded: larger than 5 MiB","26538514"
"data\experiments\ro_freq_analysis\20260523_random1_sample_x45y39_w100_2mib\random1_sample_x45y39_w100_2mib_measurements.csv","excluded: larger than 5 MiB","23842663"
"data\experiments\sampler_island_20260523\sampler_island_20mib_confirm_stderr.log","excluded","0"
"data\experiments\sampler_island_20260523\sampler_island_20mib_confirm_stdout.log","excluded","11061"
"data\hardware\20260511_fpga1_board1\restart\checker_restart_auto_formal_bits_1000x125_warmup0_header_delay60s_placement01_20260515.bin","excluded","125000"
"data\hardware\20260511_fpga1_board1\restart\checker_restart_auto_formal_bits_1000x125_warmup0_header_delay60s_placement01_20260515_bps1_lsb.bin","excluded","1000000"
"data\hardware\20260511_fpga1_board1\restart\checker_restart_auto_formal_bits_1000x125_warmup0_header_delay60s_placement01_20260515_bps1_msb.bin","excluded","1000000"
"data\hardware\20260511_fpga1_board1\restart\checker_restart_auto_formal_bits_1000x125_warmup12_header_delay60s_placement01_20260515.bin","excluded","125000"
"data\hardware\20260511_fpga1_board1\restart\checker_restart_auto_formal_bits_1000x125_warmup12_header_delay60s_placement01_20260515_bps1_lsb.bin","excluded","1000000"
"data\hardware\20260511_fpga1_board1\restart\checker_restart_auto_formal_bits_1000x125_warmup12_header_delay60s_placement01_20260515_bps1_msb.bin","excluded","1000000"
"data\hardware\20260511_fpga1_board1\restart\compact_restart_auto_formal_bits_1000x125_warmup0_header_delay60s_placement01_20260515.bin","excluded","125000"
"data\hardware\20260511_fpga1_board1\restart\compact_restart_auto_formal_bits_1000x125_warmup0_header_delay60s_placement01_20260515_bps1_lsb.bin","excluded","1000000"
"data\hardware\20260511_fpga1_board1\restart\compact_restart_auto_formal_bits_1000x125_warmup0_header_delay60s_placement01_20260515_bps1_msb.bin","excluded","1000000"
"data\hardware\20260511_fpga1_board1\restart\compact_restart_auto_formal_bits_1000x125_warmup12_header_delay60s_placement01_20260515.bin","excluded","125000"
"data\hardware\20260511_fpga1_board1\restart\compact_restart_auto_formal_bits_1000x125_warmup12_header_delay60s_placement01_20260515_bps1_lsb.bin","excluded","1000000"
"data\hardware\20260511_fpga1_board1\restart\compact_restart_auto_formal_bits_1000x125_warmup12_header_delay60s_placement01_20260515_bps1_msb.bin","excluded","1000000"
"data\hardware\20260511_fpga1_board1\restart\logs\random1_restart_pilot_10x1000_20260514_stderr.log","excluded","0"
"data\hardware\20260511_fpga1_board1\restart\logs\random1_restart_pilot_10x1000_20260514_stdout.log","excluded","43163"
"data\hardware\20260511_fpga1_board1\restart\logs\random3_restart_pilot_10x1000_20260514_stderr.log","excluded","0"
"data\hardware\20260511_fpga1_board1\restart\logs\random3_restart_pilot_10x1000_20260514_stdout.log","excluded","43823"
"data\hardware\20260511_fpga1_board1\restart\random1_restart_auto_formal_bits_1000x125_header_delay60s_20260515.bin","excluded","125000"
"data\hardware\20260511_fpga1_board1\restart\random1_restart_auto_formal_bits_1000x125_header_delay60s_20260515_bps1_lsb.bin","excluded","1000000"
"data\hardware\20260511_fpga1_board1\restart\random1_restart_auto_formal_bits_1000x125_header_delay60s_20260515_bps1_msb.bin","excluded","1000000"
"data\hardware\20260511_fpga1_board1\restart\random1_restart_auto_formal_bits_1000x125_warmup11_header_delay60s_contrast01_20260522_20260515.bin","excluded","125000"
"data\hardware\20260511_fpga1_board1\restart\random1_restart_auto_formal_bits_1000x125_warmup11_header_delay60s_contrast01_20260522_20260515_bps1_lsb.bin","excluded","1000000"
"data\hardware\20260511_fpga1_board1\restart\random1_restart_auto_formal_bits_1000x125_warmup11_header_delay60s_contrast01_20260522_20260515_bps1_msb.bin","excluded","1000000"
"data\hardware\20260511_fpga1_board1\restart\random1_restart_auto_formal_bits_1000x125_warmup12_header_delay60s_contrast01_20260522_20260515.bin","excluded","125000"
"data\hardware\20260511_fpga1_board1\restart\random1_restart_auto_formal_bits_1000x125_warmup12_header_delay60s_contrast01_20260522_20260515_bps1_lsb.bin","excluded","1000000"
"data\hardware\20260511_fpga1_board1\restart\random1_restart_auto_formal_bits_1000x125_warmup12_header_delay60s_contrast01_20260522_20260515_bps1_msb.bin","excluded","1000000"
"data\hardware\20260511_fpga1_board1\restart\random1_restart_auto_formal_bits_1000x125_warmup8_header_delay60s_contrast01_20260515.bin.tmp","excluded","0"
"data\hardware\20260511_fpga1_board1\restart\random1_restart_auto_formal_bits_1000x125_warmup8_header_delay60s_contrast01_20260522_20260515.bin","excluded","125000"
"data\hardware\20260511_fpga1_board1\restart\random1_restart_auto_formal_bits_1000x125_warmup8_header_delay60s_contrast01_20260522_20260515_bps1_lsb.bin","excluded","1000000"
"data\hardware\20260511_fpga1_board1\restart\random1_restart_auto_formal_bits_1000x125_warmup8_header_delay60s_contrast01_20260522_20260515_bps1_msb.bin","excluded","1000000"
"data\hardware\20260511_fpga1_board1\restart\random1_restart_pilot_10x1000_20260514.bin","excluded","10000"
"data\hardware\20260511_fpga1_board1\restart\random1_restart_pilot_10x1000_20260514_bps1_msb.bin","excluded","80000"
"data\hardware\20260511_fpga1_board1\restart\random1_sampler_regs_only_restart_auto_formal_1000x125_warmup4_retest01_20260524.bin","excluded","125008"
"data\hardware\20260511_fpga1_board1\restart\random1_sampler_regs_only_restart_auto_formal_bits_1000x125_warmup0_header_delay60s_run01_20260524.bin","excluded","125000"
"data\hardware\20260511_fpga1_board1\restart\random1_sampler_regs_only_restart_auto_formal_bits_1000x125_warmup0_header_delay60s_run01_20260524_bps1_lsb.bin","excluded","1000000"
"data\hardware\20260511_fpga1_board1\restart\random1_sampler_regs_only_restart_auto_formal_bits_1000x125_warmup0_header_delay60s_run01_20260524_bps1_msb.bin","excluded","1000000"
